"","x"
"816","Homo"
"817","Parasagitta"
"818","Decipisagitta"
"819","Krohnitta"
"820","Pseudosagitta"
"821","Pentacta"
"822","Monosigidae_Group_M_X"
"823","Diplosoma"
"824","Scoloplos"
"825","NASSO_1"
"826","Lyonsia"
"827","Ungulina"
"828","Mya"
"829","Petricola"
"830","Filosa-Imbricatea_XXX"
"831","Boccardiella"
"832","Polydora"
"833","Pectinaria"
"834","Panopea"
"835","Hiatella"
"836","Solen"
"837","Dino-Group-II-Clade-1_X"
"838","Glycinde"
"839","Prostheceraeus"
"840","Goniada"
"841","Culex"
"842","CCW10-lineage_X"
"843","Obelia"
"844","Acanthoecidae_Group_G_X"
"845","Conchoecia"
"846","Cercozoa_XXXX"
"847","Crepidotus"
"848","Kavinia"
"849","Limaria"
"850","Aphrodita"
"851","Mesochaetopterus"
"852","Phoronopsis"
"853","Owenia"
"854","Saccoglossus"
"855","Thaumatomastix"
"856","Acrocalanus"
"857","Sapphirina"
"858","Modiolus"
"859","Daphnia"
"860","Nitokra"
"861","Metridia"
"862","Scaphocalanus"
"863","Subeucalanus"
"864","Spizellomycetales-and-Rhizophlyctidales"
"865","Partenskyella"
"866","Marimonadida_XX"
"867","Filosa-Thecofilosea_XXX"
"868","Tetracladium"
"869","Dino-Group-I-Clade-6_X"
"870","TAGIRI1-lineage_X"
"871","Dino-Group-I-Clade-1_X"
"872","Thysanoessa"
"873","Blattella"
"874","Aeolothrips"
"875","Phacellophora"
"876","Pansomonadida_XX"
"877","Sergia"
"878","Sclerotinia"
"879","Didymella"
"880","Penicillium"
"881","Dothideomycetes_X"
"882","Phaeomoniella"
"883","Thaumatomonadida_XX"
"884","Wallemia"
"885","Chytridiomycotina_XX"
"886","Cryptomycotina_XX"
"887","Nereis"
"888","Tremella"
"889","Asterotremella"
"890","Dino-Group-II-Clade-21_X"
"891","Hydnochaete"
"892","Ustilago"
"893","Rhodosporidium"
"894","Sporidiobolus"
"895","Clavispora"
"896","Kondoa"
"897","Sakaguchia"
"898","Haptophyta_Clade_HAP4_XXX"
"899","Haptophyta_Clade_HAP3_XXX"
"900","Cyanea"
"901","Chrysaora"
"902","Abeoformidae_Group_MAIP_1_X"
"903","Solmissus"
"904","Pantachogon"
"905","Aglaura"
"906","Dinurus"
"907","Nybelinia"
"908","Monosigidae_Group_B_X"
"909","Hubrechtella"
"910","Stephanoeca_Group_I"
"911","Liriope"
"912","Botrynema"
"913","Haliscera"
"914","Exogone"
"915","Annelida_XXX"
"916","Vanadis"
"917","Phyllodoce"
"918","Aegina"
"919","Cunina"
"920","Salpidae"
"921","Pseudarchaster"
"922","Astropecten"
"923","Abatus"
"924","Nephtys"
"925","Aglaophamus"
"926","Paranerilla"
"927","Echinodermata_XXX"
"928","Glycera"
"929","Spiochaetopterus"
"930","Micrura"
"931","Carinoma"
"932","Apistobranchus"
"933","Pyura"
"934","Boltenia"
"935","Chaetopterus"
"936","Phyllochaetopterus"
"937","Tiaropsidium"
"938","Leuckartiara"
"939","Proboscidactyla"
"940","Lizzia"
"941","Ectopleura"
"942","Coeloplana"
"943","Bolinopsis"
"944","Stephanoecidae_Group_I_X"
"945","Ctenophora_XXX"
"946","Thalassocalyce"
"947","Beroe"
"948","Selaginopsis"
"949","Plakortis"
"950","Leucosolenia"
"951","Resomia"
"952","Cinachyrella"
"953","Forskalia"
"954","Chuniphyes"
"955","Clytia"
"956","Melicertum"
"957","Urechis"
"958","Thalassema"
"959","Novel-Gran-234_X"
"960","Crisia"
"961","Pachycerianthus"
"962","Ichthyosphonida_XX"
"963","Cyclosalpa"
"964","Thalia"
"965","Corella"
"966","Salpa"
"967","Oerstedia"
"968","Glottidia"
"969","Pyrosoma"
"970","Choanoflagellida_XXXX"
"971","Choanoflagellida_XX_Clade-3_X"
"972","Pegea"
"973","Choanoflagellatea_X_Group_L_X"
"974","Solanderia"
"975","Aequorea"
"976","he2-lineage_X"
"977","Pseudocalanus"
"978","Microstomum"
"979","RAD-A_XXX"
"980","Cryothecomonas-lineage_X"
"981","Drosophila"
"982","Crustacea_XX"
"983","Aulacantha"
"984","Dino-Group-II-Clade-3_X"
"985","Rhabdus"
"986","Solemya"
"987","Phaeodina"
"988","Protocystis"
"989","Medusetta"
"990","Dino-Group-II-Clade-7_X"
"991","Dino-Group-II-Clade-14_X"
"992","Watersipora"
"993","Membranipora"
"994","Cryptosula"
"995","Challengeron"
"996","Temora"
"997","Haliclona"
"998","Phascolosoma"
"999","Euglyphida_XX"
"1000","Eukaryota_XXXXXX"
"1001","Amastigomonas"
"1002","RAD-C_XXX"
"1003","Acantharea-Group-VI_XX"
"1004","Sabella"
"1005","Amphicorina"
"1006","Spirobranchus"
"1007","Pseudochitinopoma"
"1008","Gadus"
"1009","Calyx"
"1010","Terebellides"
"1011","Serpula"
"1012","Poecilochaetus"
"1013","Prionospio"
"1014","Dodecaceria"
"1015","Melinna"
"1016","Amphisamytha"
"1017","Anobothrus"
"1018","Notomastus"
"1019","Sabellaria"
"1020","Vejdovskyella"
"1021","Travisia"
"1022","Aricidea"
"1023","Dasybranchus"
"1024","Caulleriella"
"1025","Tharyx"
"1026","Terebellidae"
"1027","Loimia"
"1028","Polycirrus"
"1029","Phorbas"
"1030","Mytilus"
"1031","Acantharea-Group-II_XX"
"1032","Spirotontonia"
"1033","Tintinnida_XX"
"1034","Strombidiidae_D_X"
"1035","Strombidiida_B_XX"
"1036","Amphorellopsis"
"1037","Amphorides"
"1038","Megaselia"
"1039","Zschokkella"
"1040","Rhabdolaimus"
"1041","LC104-lineage_X"
"1042","Creseis"
"1043","Sagaminopteron"
"1044","Cylichna"
"1045","Desmopterus"
"1046","Chama"
"1047","Strobilidiidae_G_X"
"1048","Hanseniaspora"
"1049","Strombidiida_D_XX"
"1050","Mariager-Fjord-lineage_X"
"1051","Gephyrocapsa"
"1052","Dino-Group-II-Clade-13_X"
"1053","Neoparamoeba"
"1054","Pavlova"
"1055","Leegaardiella"
"1056","Scenedesmus"
"1057","Dino-Group-I_XX"
"1058","Dino-Group-II-Clade-12_X"
"1059","Tiarina"
"1060","Mesodinium"
"1061","Thalassicolla"
"1062","Dinophyta_XXXX"
"1063","Pyloniidae-Spongodiscidae_X"
"1064","Spongotrochus"
"1065","Spongodiscidae-Coccodiscidae_X"
"1066","Styptosphaera"
"1067","Hexacontium"
"1068","Actinomma"
"1069","Globigerinella"
"1070","Dino-Group-II-Clade-5_X"
"1071","Trichotokara"
"1072","Spongocore"
"1073","Vahlkampfiidae_X"
"1074","Dino-Group-II-Clade-22_X"
"1075","Naegleria"
"1076","Suctoria_XX"
"1077","Dino-Group-II-Clade-8_X"
"1078","Filamoeba"
"1079","Acrochaete"
"1080","Katablepharidales_XX"
"1081","Haplosporidiidae_X"
"1082","Prymnesiophyceae_XXX"
"1083","Collosphaera"
"1084","Askenasia"
"1085","Paradinium"
"1086","Sinapis"
"1087","Dino-Group-III_XX"
"1088","Delibus"
"1089","Dino-Group-V_XX"
"1090","Prymnesiophyceae_Clade_D_XX"
"1091","Prymnesiophyceae_Clade_E_XX"
"1092","Prymnesiophyceae_Clade_F_XX"
"1093","Braarudosphaera"
"1094","Tergestiella"
"1095","Haptophyta_XXXX"
"1096","Prymnesiophyceae_Clade_B4_X"
"1097","Haptophyta_Clade_HAP5_XXX"
"1098","Prymnesiophyceae_Clade_B5_X"
"1099","Prymnesiophyceae_Clade_B3_X"
"1100","Acantharea-Group-I_XX"
"1101","Dolichomastigaceae-B"
"1102","Streptophyta_XXXX"
"1103","Cryptomonadales_XX"
"1104","Falcomonas"
"1105","Pyramimonadales_XXX"
"1106","Dolichomastigaceae-A"
"1107","Phyllospadix"
"1108","Panax"
"1109","Actaea"
"1110","Allium"
"1111","Thalassomyces"
"1112","Dino-Group-I-Clade-3_X"
"1113","Apusomonadidae_Group-1_XXX"
"1114","Dino-Group-II-Clade-16_X"
"1115","Dino-Group-I-Clade-7_X"
"1116","Chloropicon"
"1117","Tetraselmis"
"1118","Paradinidae_X"
"1119","Sey055-lineage_X"
"1120","Dino-Group-II-Clade-28_X"
"1121","Dino-Group-II-Clade-2_X"
"1122","Dino-Group-II-Clade-33_X"
"1123","Dino-Group-II-Clade-4_X"
"1124","Syndiniales_XXX"
"1125","Dino-Group-II-Clade-25_X"
"1126","Alveolata_XXXXX"
"1127","Dino-Group-II-Clade-39_X"
"1128","Gregarines_GRE1_XX"
"1129","Dino-Group-II-Clade-29_X"
"1130","Dino-Group-II-Clade-32_X"
"1131","Dino-Group-II-Clade-18_X"
"1132","Oxyrrhis"
"1133","Margalefidinium"
"1134","Suessiales_XX"
"1135","Zooxanthella"
"1136","Dino-Group-II-Clade-15_X"
"1137","Dino-Group-II-Clade-55_X"
"1138","Dino-Group-II-Clade-52_X"
"1139","Dino-Group-II-Clade-57_X"
"1140","Dino-Group-II-Clade-30_X"
"1141","Levanderina"
"1142","Unruhdinium"
"1143","Dino-Group-II-Clade-40_X"
"1144","Dino-Group-II-Clade-20_X"
"1145","Islandinium"
"1146","Phalachroma"
"1147","Dino-Group-II-Clade-35_X"
"1148","Dino-Group-II-Clade-31_X"
"1149","Tripos"
"1150","Dino-Group-I-Clade-8_X"
"1151","Dino-Group-II-Clade-26_X"
"1152","Torodinium"
"1153","Colpodellidae2"
"1154","Aphamonas"
"1155","Colpodellidae"
"1156","Dino-Group-II-Clade-44_X"
"1157","Thoracosphaeraceae_X"
"1158","Dissodinium"
"1159","Haplozoon"
"1160","Dino-Group-II-Clade-27_X"
"1161","RAD-B-Group-IV_X"
"1162","Oodinium"
"1163","Peyssonnelia"
"1164","Sorella"
"1165","Ceramium"
"1166","Lithophyllum"
"1167","Janczewskia"
"1168","Paragymnodinium"
"1169","Dino-Group-II-Clade-17_X"
"1170","RAD-B-Group-I_X"
"1171","RAD-B_XXX"
"1172","RAD-B-Group-II_X"
"1173","RAD-B-Group-III_X"
"1174","Eucyrtidium"
"1175","Pterocorys"
"1176","Pterocanium"
"1177","Selenidium1"
"1178","Ceratospyris"
"1179","Nassellaria_XX"
"1180","Rhaphidozoum"
"1181","Carpediomonas-like_X"
"1182","Acantharea_XXX"
"1183","Chaunacanthid"
"1184","Amphilonche"
"1185","Amphibelone"
"1186","Coleaspis"
"1187","Watanabea"
"1188","Dino-Group-II-Clade-46_X"
"1189","Chlorophyta_XXXX"
"1190","Oltmannsiellopsis"
"1191","Microthamniales_XX"
"1192","Leptosira"
"1193","Trebouxia"
"1194","Chlorogonium"
"1195","Mychonastes"
"1196","Coelastrum"
"1197","Sphaeropleales_XX"
"1198","Myxophyllum"
"1199","CONTH_3_XXX"
"1200","Rimostrombidium_A"
"1201","Urotricha"
"1202","CONThreeP_XXX"
"1203","Strombidiidae_J_X"
"1204","Ptychocylis"
"1205","Codonellopsis"
"1206","Climacocylis"
"1207","Dadayiella"
"1208","Parafavella"
"1209","Protorhabdonella"
"1210","Rhabdonella"
"1211","Tintinnopsis_11"
"1212","Strobilidiidae_I_X"
"1213","Choreotrichida_XX"
"1214","Lynnella"
"1215","Strombidiida_XX"
"1216","Strombidiidae_H_X"
"1217","Strombidiidae_B_X"
"1218","Strombidiidae_L_X"
"1219","Strombidium_F"
"1220","Strombidiida_G_XX"
"1221","Strombidium_K"
"1222","Strobilidiidae_A_X"
"1223","PHYLL_4_X"
"1224","Bresslaua"
"1225","Platyophrya"
"1226","Globoturborotalita"
"1227","Neogloboquadrina"
"1228","Quinqueloculina"
"1229","Globigerinoides"
"1230","Beella"
"1231","Foraminifera_XXXX"
"1232","Pelosina"
"1233","Allogromia"
"1234","Crithionina"
"1235","Bathysiphon"
"1236","Monothalamids_XXX"
"1237","Globigerinita"
"1238","Stainforthia"
"1239","Bulimina"
"1240","Allogromiid"
"1241","Bolivina"
"1242","Saccamminidae_X"
"1243","Orbulina"
"1244","Gregarines_GRE5_XX"
"1245","Halomonhystera"
"1246","Apicomplexa_XXXX"
"1247","OLIGO5_XX"
"1248","Ripella"
"1249","Dino-Group-II-Clade-9_X"
"1250","Vannella"
"1251","Fusiforma"
"1252","Chromidina"
"1253","Pseudocolliniidae_X"
"1254","Apostomatia_XX"
"1255","Zoothamnium_2"
"1256","Tetrapyle"
"1257","Phorticium"
"1258","Streblacantha"
"1259","Dino-Group-II-Clade-23_X"
"1260","Cochliopodium"
"1261","Basal_Cryptophyceae-2_X"
"1262","Basal_Cryptophyceae-1_X"
"1263","Turborotalita"
"1264","Rapaza"
"1265","Microsporidiomycota_XX"
"1266","Petalomonadales_X"
"1267","Eutreptiella"
"1268","Diplonema"
"1269","Rhynchopus"
"1270","Notosolenus"
"1271","DSPD-1_X"
"1272","Ichthyobodo"
"1273","Perkinsiella-like"
"1274","PLO"
"1275","Neobodo"
"1276","Bodo"
"1277","Bodonidae_X"
"1278","Neobodonid_X"
"1279","Cryptaulax"
"1280","Rhynchomonas"
"1281","Procryptobia"
"1282","Cephaloidophora"
"1283","Uradiphoridae_X"
"1284","Porosporidae_X"
"1285","Ganymedes"
"1286","Heliospora1"
"1287","Cephaloidophoridae_X"
"1288","MAST-12D_X"
"1289","Pirsonia_Clade_XX"
"1290","Polar-centric-Mediophyceae"
"1291","Chrysophyceae_XX"
"1292","Raphidophyceae_XX"
"1293","Maxillopoda"
"1294","Heteroconchia"
"1295","Picozoa_XXX"
"1296","Stephanoecidae_Group_E"
"1297","Ascidiacea"
"1298","Mataza-lineage"
"1299","Protaspa-lineage"
"1300","Abeoformidae_Group_MAIP_2"
"1301","Annelida_XX"
"1302","Fungi_XXX"
"1303","Telonemia-Group-2"
"1304","Hydrozoa"
"1305","Malacostraca"
"1306","Microsporidiomycotina_X"
"1307","Pyloniidae-Spongodiscidae"
"1308","Spumellarida-Group-I"
"1309","Embryophyceae_XX"
"1310","Nephroselmidales_X"
"1311","Chlorodendraceae"
"1312","Dino-Group-I-Clade-5"
"1313","Dino-Group-II-Clade-10-and-11"
"1314","Arthracanthida-Symphyacanthida_X"
"1315","Vahlkampfiidae"
"1316","Telonemia-Group-1"
"1317","Diplonemea_X"
"1318","Spumellarida_X"
"1319","Gregarines_GRE2_X"
"1320","MAST-1C_X"
"1321","Prasino-Clade-9_XX"
"1322","Mammalia"
"1323","Oomycota_XX"
"1324","Labyrinthulaceae"
"1325","Pelagomonadaceae"
"1326","MOCH-5_XX"
"1327","MAST-1A_X"
"1328","Symbiomonaceae"
"1329","MAST-4D_X"
"1330","Chrysophyceae_Clade-H"
"1331","Raphid-pennate"
"1332","MAST-9C_X"
"1333","Chrysophyceae_Clade-G"
"1334","Dino-Group-II-Clade-6"
"1335","Dictyochophyceae_XX"
"1336","Parmales_env_2"
"1337","Stephanoecidae_Group_H"
"1338","Phaeophyceae_XX"
"1339","MAST-10_XX"
"1340","Parmales_env_1"
"1341","MOCH-2_XX"
"1342","Pelagophyceae_XX"
"1343","MAST-1B_X"
"1344","MAST-8A_X"
"1345","Dinophyceae_XX"
"1346","MAST-9_XX"
"1347","NPK2-lineage"
"1348","Haliphthorales"
"1349","Atkinsiellales"
"1350","Stramenopiles_XXXX"
"1351","Dino-Group-I-Clade-2"
"1352","Radial-centric-basal-Coscinodiscophyceae"
"1353","Chrysophyceae_Clade_C"
"1354","Chrysophyceae_Clade-C"
"1355","Chrysophyceae_Clade-B2"
"1356","Chrysophyceae_Clade-F"
"1357","Chrysophyceae_Clade-I"
"1358","MAST-1D_X"
"1359","Eustigmatophyceae_XX"
"1360","Developea_XX"
"1361","MOCH-4_XX"
"1362","Stephanoecidae_Group_D"
"1363","MAST-3F_X"
"1364","MAST-3E_X"
"1365","Haptophyta_Clade_HAP2_XX"
"1366","Dino-Group-II_X"
"1367","Cryothecomonas-lineage"
"1368","Dino-Group-I-Clade-4"
"1369","MAST-3J_X"
"1370","MAST-2C_X"
"1371","MAST-3L_X"
"1372","Triparmaceae"
"1373","MAST-8D_X"
"1374","MAST-3I_X"
"1375","MAST-4B_X"
"1376","MAST-4F_X"
"1377","MAST-7A_X"
"1378","MAST-7D_X"
"1379","MAST-7E_X"
"1380","MAST-7C_X"
"1381","MAST-7B_X"
"1382","MAST-6_XX"
"1383","Bicoecea_XX"
"1384","MAST-9A_X"
"1385","Araphid-pennate"
"1386","MAST-11_XX"
"1387","Pyramimonadales_XX"
"1388","MAST-3K_X"
"1389","MAST-4A_X"
"1390","MAST-8C_X"
"1391","Appendicularia"
"1392","MAST-12E_X"
"1393","MAST-12A_X"
"1394","MAST-2D_X"
"1395","Radiolaria_XXX"
"1396","MAST-3C_X"
"1397","MAST-3A_X"
"1398","MAST-3D_X"
"1399","MAST-3B_X"
"1400","Pterocystida_X"
"1401","MAST-23_XX"
"1402","Sarcinochrysidaceae"
"1403","MOCH-3_XX"
"1404","MAST-3_XX"
"1405","Rotifera_XX"
"1406","Echinodermata_XX"
"1407","Ctenophora_XX"
"1408","MAST-8E_X"
"1409","Ochrophyta_XXX"
"1410","Thoracosphaeraceae"
"1411","Chloropicaceae"
"1412","Mytiloida"
"1413","Pseudodendromonadales_X"
"1414","MAST-12B_X"
"1415","Strobilidiidae_I"
"1416","Planomonadidae_Group-1"
"1417","Eurychasmales"
"1418","Lecudinidae"
"1419","Minorisa-lineage"
"1420","Dendronotoidea-Arminoidea-Aeolidoidea"
"1421","Massiteriidae"
"1422","Myxosporea"
"1423","Chromadorea_X"
"1424","Nemertea_XX"
"1425","Aphragmophora_X"
"1426","Cephalopoda_X"
"1427","Monosigidae_Group_M"
"1428","Scaphopoda_X"
"1429","Discotrichidae"
"1430","Anomalodesmata"
"1431","Filosa-Imbricatea_XX"
"1432","Lucinoida"
"1433","Dino-Group-II-Clade-1"
"1434","Polycladida"
"1435","Insecta"
"1436","CCW10-lineage"
"1437","Acanthoecidae_Group_G"
"1438","Ostracoda"
"1439","Cercozoa_XXX"
"1440","Limoida"
"1441","Pectinoida"
"1442","Brachiopoda_XX"
"1443","Monosigidae_Group_A"
"1444","Hemichordata_XX"
"1445","Caenogastropoda"
"1446","Branchiopoda"
"1447","Filosa-Thecofilosea_XX"
"1448","Dino-Group-I-Clade-6"
"1449","TAGIRI1-lineage"
"1450","Dino-Group-I-Clade-1"
"1451","Arachnida"
"1452","Scyphozoa"
"1453","Pansomonadida_X"
"1454","Lecanoromycetes"
"1455","Thaumatomonadida_X"
"1456","Wallemiales"
"1457","Botuliformidae"
"1458","Ebriidae"
"1459","Novel-Clade-4"
"1460","Dino-Group-II-Clade-21"
"1461","Demospongiae"
"1462","Pseudoperkinsidae"
"1463","Microbotryomycetes"
"1464","Goniomonadales_X"
"1465","Haptophyta_Clade_HAP4_XX"
"1466","Haptophyta_Clade_HAP3_XX"
"1467","Abeoformidae_Group_MAIP_1"
"1468","Digenea"
"1469","Eucestoda"
"1470","Monosigidae_Group_B"
"1471","Stephanoecidae_Group_I"
"1472","Vetigastropoda"
"1473","Polyplacophora_X"
"1474","Calcarea"
"1475","Novel-Gran-234"
"1476","Anthozoa"
"1477","Bryozoa_XX"
"1478","Ichthyosphonida_X"
"1479","Choanoflagellida_XXX"
"1480","Choanoflagellida_XX_Clade-3"
"1481","Choanoflagellatea_X_Group_L"
"1482","he2-lineage"
"1483","Macrostomorpha"
"1484","RAD-A_XX"
"1485","Crustacea_X"
"1486","Aulacanthidae"
"1487","Dino-Group-II-Clade-3"
"1488","Protobranchia"
"1489","Phaeodinidae"
"1490","Challengeriidae"
"1491","Medusettidae"
"1492","Dino-Group-II-Clade-7"
"1493","Dino-Group-II-Clade-14"
"1494","Eukaryota_XXXXX"
"1495","Apusomonadidae_Group-1_XX"
"1496","RAD-C_XX"
"1497","Acantharea-Group-VI_X"
"1498","Teleostei"
"1499","Craniata_XX"
"1500","Chondrichthyes"
"1501","Acantharea-Group-II_X"
"1502","Tontoniidae_A"
"1503","Tintinnida_X"
"1504","Tontoniidae_B"
"1505","Strombidiidae_D"
"1506","Strombidiida_B_X"
"1507","Tintinnidae"
"1508","Haliplectoidea"
"1509","LC104-lineage"
"1510","Heterobranchia"
"1511","Nudibranchia"
"1512","Strobilidiidae_G"
"1513","Strombidiida_D_X"
"1514","Mariager-Fjord-lineage"
"1515","Dino-Group-II-Clade-13"
"1516","Paramoebidae"
"1517","Pavlovaceae"
"1518","Leegaardiellidae_B"
"1519","Litostomatea_XX"
"1520","Pleurostomatida"
"1521","Dino-Group-I_X"
"1522","Dino-Group-II-Clade-12"
"1523","Ciliophora_XXX"
"1524","Dinophyta_XXX"
"1525","Spongodiscidae-Coccodiscidae"
"1526","Dino-Group-II-Clade-5"
"1527","Trichotokaridae"
"1528","Noctilucaceae"
"1529","Dino-Group-II-Clade-22"
"1530","Plagiacanthoidea"
"1531","Polyplicariidae"
"1532","Dino-Group-II-Clade-8"
"1533","Filamoebidae"
"1534","Ulvales-relatives_X"
"1535","Katablepharidales_X"
"1536","Prymnesiophyceae_XX"
"1537","Collosphaeridae"
"1538","CONThreeP_XX"
"1539","Paradinidae"
"1540","Dino-Group-III_X"
"1541","Dino-Group-V_X"
"1542","Prymnesiophyceae_Clade_D_X"
"1543","Prymnesiophyceae_Clade_E_X"
"1544","Prymnesiophyceae_Clade_F_X"
"1545","Braarudosphaeraceae"
"1546","Watznaueriaceae"
"1547","Haptophyta_XXX"
"1548","Prymnesiophyceae_Clade_B4"
"1549","Haptophyta_Clade_HAP5_XX"
"1550","Prymnesiophyceae_Clade_B5"
"1551","Kofoidiniaceae"
"1552","Prymnesiophyceae_Clade_B3"
"1553","Acantharea-Group-I_X"
"1554","Streptophyta_XXX"
"1555","Erythropeltidales_X"
"1556","Ellobiopsidae_XX"
"1557","Dino-Group-I-Clade-3"
"1558","Rhodomelaceae"
"1559","Dino-Group-II-Clade-16"
"1560","Dino-Group-I-Clade-7"
"1561","Phagomyxidae"
"1562","Sey055-lineage"
"1563","Leptophryidae"
"1564","Dino-Group-II-Clade-28"
"1565","Dino-Group-II-Clade-2"
"1566","Dino-Group-II-Clade-33"
"1567","Dino-Group-II-Clade-4"
"1568","Syndiniales_XX"
"1569","Dino-Group-II-Clade-25"
"1570","Alveolata_XXXX"
"1571","Dino-Group-II-Clade-39"
"1572","Gregarines_GRE1_X"
"1573","Dino-Group-IV-Hematodinium-Group"
"1574","Dino-Group-II-Clade-29"
"1575","Dino-Group-II-Clade-32"
"1576","Dino-Group-II-Clade-18"
"1577","Oxyrrhinaceae"
"1578","Dino-Group-II-Clade-15"
"1579","Dino-Group-II-Clade-55"
"1580","Dino-Group-II-Clade-57"
"1581","Dino-Group-II-Clade-30"
"1582","Gymnodiniales_X"
"1583","Kryptoperidiniaceae"
"1584","Dino-Group-II-Clade-40"
"1585","Dino-Group-II-Clade-20"
"1586","Dino-Group-IV-Syndinium-Group"
"1587","Amphidiniopsidaceae"
"1588","Dinophysiaceae"
"1589","Oxyphysiaceae"
"1590","Dino-Group-II-Clade-35"
"1591","Dino-Group-II-Clade-31"
"1592","Protoceratiaceae"
"1593","Dino-Group-I-Clade-8"
"1594","Dino-Group-II-Clade-26"
"1595","Torodiniaceae"
"1596","Colpodellaceae"
"1597","Alphamonaceae"
"1598","Dino-Group-II-Clade-44"
"1599","Corallinales_X"
"1600","Cyclotrichium_like_organism_XX"
"1601","Chytriodiniaceae"
"1602","Haplozoonaceae"
"1603","Dino-Group-II-Clade-27"
"1604","RAD-B-Group-IV"
"1605","Oodiniaceae"
"1606","Gigartinales_X"
"1607","Rhodymeniales_X"
"1608","Delesseriaceae"
"1609","Ceramiaceae"
"1610","Diplopsalidaceae"
"1611","Dino-Group-II-Clade-17"
"1612","RAD-B-Group-I"
"1613","RAD-B_XX"
"1614","RAD-B-Group-II"
"1615","RAD-B-Group-III"
"1616","Eurcyrtidioidea"
"1617","Pterocoryothoidea"
"1618","Gregarines_X"
"1619","Acanthodesmoidea"
"1620","Carpediomonas-like"
"1621","Acantharea_XX"
"1622","Watanabea-Clade_X"
"1623","Dino-Group-II-Clade-46"
"1624","Paralecudinids"
"1625","Chlorophyta_XXX"
"1626","Oltmansiellopsidales_X"
"1627","Ctenocladales_X"
"1628","Philasterida"
"1629","Thigmophryidae"
"1630","Cryptocaryonidae"
"1631","CONTH_3_XX"
"1632","Strobilidiidae_A"
"1633","Urotrichidae"
"1634","Strombidiidae_J"
"1635","Dictyocystidae"
"1636","TIN_02"
"1637","Cyttarocylididae"
"1638","TIN_11"
"1639","Choreotrichida_X"
"1640","Lynnellidae"
"1641","Strombidiida_X"
"1642","Strombidiidae_H"
"1643","Strombidiidae_B"
"1644","Strombidiidae_L"
"1645","Strombidiidae_F"
"1646","Strombidiida_G_X"
"1647","Strombidiidae_K"
"1648","Eutintinnidae"
"1649","Protocruziidae"
"1650","PHYLL_4"
"1651","Globorotaliidae"
"1652","Moliolidae"
"1653","Foraminifera_XXX"
"1654","Monothalamids_XX"
"1655","Monothalamids_Clade-I_X"
"1656","Bathysiphonidae"
"1657","Nonionidae"
"1658","Stainforthiidae"
"1659","Buliminacea"
"1660","Cassidulinidae"
"1661","Bolivinidae"
"1662","Gregarines_GRE5_X"
"1663","Apicomplexa_XXX"
"1664","OLIGO5_X"
"1665","Vannellidae"
"1666","Dino-Group-II-Clade-9"
"1667","Subulatomonas-lineage"
"1668","Pseudocolliniidae"
"1669","Opalinopsidae"
"1670","Apostomatia_X"
"1671","Acinetidae_1"
"1672","Dino-Group-II-Clade-23"
"1673","Protosteliids"
"1674","Cochliopodiidae"
"1675","Basal_Cryptophyceae-2"
"1676","Basal_Cryptophyceae-1"
"1677","Euglenales"
"1678","Petalomonadales"
"1679","Eutreptiales"
"1680","Prokinetoplastidae"
"1681","Diplonemida"
"1682","DSPD-1"
"1683","Neobodonid"
"1684","Trypanosomatidae-Non-trypanosome"
"1685","Bodonidae"
"1686","Parabodonid"
"1687","Cephaloidophoridae"
"1688","Uradiphoridae"
"1689","Porosporidae"
"1690","Ganymedidae"
"1691","MAST-12D"
"1692","Pirsonia_Clade_X"
"1693","Crustacea"
"1694","Bivalvia"
"1695","Picozoa_XX"
"1696","Filosa-Imbricatea_X"
"1697","Urochordata_X"
"1698","Filosa-Thecofilosea_X"
"1699","Ichthyosphonida"
"1700","Annelida_X"
"1701","Fungi_XX"
"1702","Telonemia_XX"
"1703","Cnidaria_X"
"1704","Microsporidiomycotina"
"1705","Spumellarida"
"1706","Embryophyceae_X"
"1707","Nephroselmidales"
"1708","Dino-Group-I"
"1709","Dino-Group-II"
"1710","Arthracanthida-Symphyacanthida"
"1711","Strombidiida"
"1712","Heterolobosea_X"
"1713","Diplonemea"
"1714","Kinetoplastida"
"1715","Gregarines_GRE2"
"1716","MAST-1C"
"1717","Prasino-Clade-9_X"
"1718","Craniata_X"
"1719","Labyrinthulales"
"1720","Pelagomonadales"
"1721","MAST-1A"
"1722","MAST-4D"
"1723","MAST-9C"
"1724","Parmales"
"1725","MAST-10_X"
"1726","MOCH-2_X"
"1727","MAST-1B"
"1728","MAST-8A"
"1729","Thraustochytriales"
"1730","MAST-9_X"
"1731","Chlorarachniophyceae_X"
"1732","Stramenopiles_XXX"
"1733","MAST-1D"
"1734","Developea_X"
"1735","MAST-3F"
"1736","MAST-3E"
"1737","Haptophyta_Clade_HAP2_X"
"1738","MAST-3J"
"1739","MAST-2C"
"1740","MAST-3L"
"1741","MAST-8D"
"1742","MAST-3I"
"1743","MAST-4B"
"1744","MAST-4F"
"1745","MAST-7A"
"1746","MAST-7D"
"1747","MAST-7E"
"1748","MAST-7C"
"1749","MAST-7B"
"1750","MAST-6_X"
"1751","MAST-9A"
"1752","MAST-11_X"
"1753","MAST-3K"
"1754","MAST-4A"
"1755","MAST-8C"
"1756","MAST-12E"
"1757","MAST-12A"
"1758","MAST-2D"
"1759","Radiolaria_XX"
"1760","MAST-3C"
"1761","MAST-3A"
"1762","MAST-3D"
