"Kingdom","Phylum","Class","Order","Family","Genus","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Achlya","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Saprolegniales","Achlya",NA
"Eukaryota","Labyrinthulomycetes",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes",NA,NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae",NA,NA
"Eukaryota","Ochrophyta_ph","Pinguiophyceae","Pinguiochrysidales","Pinguiochrysidales_fa","Glossomastix","Eukaryota","Stramenopiles","Ochrophyta","Pinguiophyceae","Pinguiochrysidales","Pinguiochrysidaceae","Glossomastix",NA
"Eukaryota","Ochrophyta_ph","Xanthophyceae","Tribonematales","Tribonematales_fa","Xanthonema","Eukaryota","Stramenopiles","Ochrophyta","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX","Xanthonema",NA
"Eukaryota","Ochrophyta_ph","MOCH-2",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","MOCH-2",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Characiopsis","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Characiopsis",NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Vischeria","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Vischeria",NA
"Eukaryota","Labyrinthulomycetes","Labyrinthulomycetes_cl","Labyrinthulomycetes_or","Thraustochytriaceae",NA,"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae",NA,NA
"Eukaryota","Amoebozoa_ph","Tubulinea","Echinamoebida","Echinamoebida_fa","Vermamoeba","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Echinamoebida","Vermamoebidae","Vermamoeba",NA
"Eukaryota","Chlorophyta_ph","Mamiellophyceae","Mamiellales","Mamiellales_fa","Mamiella","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiella",NA
"Eukaryota","Labyrinthulomycetes","Labyrinthulomycetes_cl","Labyrinthulomycetes_or","Thraustochytriaceae","Parietichytrium","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Parietichytrium",NA
"Eukaryota","Opalinata",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","Opalinata",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Heribaudiella","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Heribaudiella",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Labyrinthulomycetes","Labyrinthulomycetes_cl","Labyrinthulomycetes_or","Thraustochytriaceae","Thraustochytrium","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Gedaniella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Rhizosolenids","Proboscia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Proboscia",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Ectocarpus","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Ectocarpus",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Halothrix","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Halothrix",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Tribonema","Eukaryota","Stramenopiles","Ochrophyta","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX","Tribonema",NA
"Eukaryota","Cercozoa","Cercomonadidae","Cercomonadidae_or","Cercomonadidae_fa",NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae",NA,NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Halodaphnea","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Halodaphnea",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Pteroncola","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Pteroncola",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Pythium","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Lagenidium","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Lagenidium",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Phytophthora","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Phytopythium","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytopythium",NA
"Eukaryota","Peronosporomycetes",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","Oomycota",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","P34.48",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Phaeostrophion","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Phaeostrophion",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Aphanomyces","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Saprolegniales","Aphanomyces",NA
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Xanthophyllomyces","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Xanthophyllomyces",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Archaeperidinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Archaeperidinium",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Synedropsis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Synedropsis",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Attheya","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Attheya",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Pleurosigma","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pleurosigma",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Anomoeoneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Anomoeoneis",NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiophyceae_or","Prymnesiophyceae_fa","Phaeocystis","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Rhizosolenids","Guinardia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Guinardia",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Ochromonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Poteriospumella","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Poteriospumella",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Paraphysomonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Paraphysomonas",NA
"Eukaryota","Ochrophyta_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Chattonella","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Chattonella",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Oikomonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_B2","Oikomonas",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Chrysoxys","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chrysoxys",NA
"Eukaryota","Hyphochytriomycetes","Hyphochytriomycetes_cl","Hyphochytriales","Hyphochytriales_fa","Rhizidiomyces","Eukaryota","Stramenopiles","Pseudofungi","Hyphochytriomyceta","Hyphochytrydiales","Hyphochrytriaceae","Rhizidiomyces",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Chrysolepidomonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chrysolepidomonas",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Spumella","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Uroglena","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Uroglena",NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Monodus","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Monodus",NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Pseudocharaciopsis","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Pseudocharaciopsis",NA
"Eukaryota","Ochrophyta_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Fibrocapsa","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Fibrocapsa",NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Nannochloropsis","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Nannochloropsis",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Incertae_Sedis","Incertae_Sedis_fa","Chlamydomyxa","Eukaryota","Stramenopiles","Ochrophyta","Synchromophyceae","Synchromadales","Synchromaceae","Chlamydomyxa",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Haslea","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Haslea",NA
"Eukaryota","Scalidophora","Priapulida_cl","Priapulida_or","Tubiluchidae",NA,"Eukaryota","Opisthokonta","Metazoa","Priapulida",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Epipyxis","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Epipyxis",NA
"Eukaryota","Diatomea","Diatomea_cl","ME-Euk-FW10",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Roundia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Roundia",NA
"Eukaryota","MAST-3","MAST-3F",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F",NA,NA,NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Marchantiales","Marchantiales_fa","Reboulia","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Reboulia",NA
"Eukaryota","MAST-6",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-6",NA,NA,NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Achnanthes","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthes",NA
"Eukaryota","Ochrophyta_ph","Dictyochophyceae","Dictyochales","Dictyochales_fa","Dictyocha","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyocha",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus",NA
"Eukaryota","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Trichophaea","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Trichophaea",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Rhizosolenids","Rhizosolenia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Rhizosolenia",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Gyrosigma","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Gyrosigma",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Coscinodiscophytina_fa","Actinocyclus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Grimmiales",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Lemnicula","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate",NA,NA
"Eukaryota","Chlorophyta_ph","Prasinophytae","Pseudoscourfieldiales","Pseudoscourfieldiales_fa","Prasinoderma","Eukaryota","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcales-Clade-B","Prasinoderma",NA
"Eukaryota","MAST-3","MAST-3L",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3L",NA,NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Pseudostaurosira","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Pseudostaurosira",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariaceae","Perideraion","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Perideraion",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Rhaphoneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Rhaphoneis",NA
"Eukaryota","MAST-3","MAST-3K",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3K",NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Skeletonema","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Skeletonema",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Cymbella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Coscinodiscophytina_fa","Coscinodiscus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Coscinodiscus",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Biddulphiopsis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Biddulphiopsis",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate",NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Cocconeis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cocconeis",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Fragilariopsis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Achnanthidium","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthidium",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Biddulphia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Biddulphia",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Thalassionema","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Thalassionema",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Asterionella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Asterionella",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Rhizosolenids",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Nanofrustulum","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Nanofrustulum",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Stauroneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Stauroneis",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Berkeleya","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Berkeleya",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Navicula","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula",NA
"Eukaryota","Diatomea","Bacillariophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate",NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Diatoma","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Diatoma",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Fragilaria","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Hantzschia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Hantzschia",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Cylindrotheca","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cylindrotheca",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Nitzschia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Nitzschia",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae",NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Grammatophora","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Grammatophora",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Plagiogramma","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Plagiogramma",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Gomphonema","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Gomphonema",NA
"Eukaryota","Chlorophyta_ph","Prasinophytae",NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta",NA,NA,NA,NA,NA
"Eukaryota","Tunicata","Appendicularia","Copelata","Oikopleuridae",NA,"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Appendicularia",NA,NA
"Eukaryota","MAST-3","MAST-3C",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3C",NA,NA,NA
"Eukaryota","MAST-3","MAST-3B",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3B",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","OLI16029","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Melosirids","Stephanopyxis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Stephanopyxis",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Lithodesmium","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Lithodesmium",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Odontella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Odontella",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Fragilariales","Fragilariales_fa","Climacosphenia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Climacosphenia",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chrysocapsales","Chrysocapsales_fa","Chrysocapsa","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B1","Chrysocapsa",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Synurales","Synurales_fa","Mallomonas","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Mallomonas",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Synurales","Synurales_fa","Synura","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Synura",NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae",NA,NA,NA,NA
"Eukaryota","Echinodermata","Ophiuroidea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata",NA,NA,NA,NA
"Eukaryota","Ctenophora","Tentaculata","Cydippida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Ctenophora",NA,NA,NA,NA
"Eukaryota","Holozoa_ph","Ichthyosporea","Pseudoperkinsidae",NA,NA,"Eukaryota","Opisthokonta","Mesomycetozoa","Ichthyosporea","Ichthyosphonida","Pseudoperkinsidae",NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Hysteriales","Hysteriales_fa","Hysterographium","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Hysterographium",NA
"Eukaryota","Chlorophyta_ph","Chlorophyceae","Sphaeropleales","Sphaeropleales_fa","Dictyococcus","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Dictyococcus",NA
