"Kingdom","Phylum","Class","Order","Family","Genus","kingdom","supergroup","division","class","order","family","genus","species"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseicyclus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rubritepida","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Haematospirillum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","URHD0088",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75_clade","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ciceribacter","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","Nisaea","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseococcus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Bdellovibrionota","Oligoflexia","053A03-B-DI-P58",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Diatomea",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae",NA,NA
"Eukaryota","Ochrophyta_ph",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta",NA,NA,NA,NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X",NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Chaetoceros","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteriota","Subgroup_26",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteriota","Holophagae","Subgroup_7",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteriota","Acidobacteriae",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota",NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia_or","Desulfuromonadaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4_marine_group",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC_AAA164-E04","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","UA11",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Lentisphaeria",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales",NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudooceanicola","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Ponticaulis","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","SD04E11","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Heterosigma","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Heterosigma",NA
"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Archaea",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Poribacteria",NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Gemmatimonadota","BD2-11_terrestrial_group",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Gemmatimonadota",NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobium","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomicrobium","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Arthropoda","Maxillopoda","Calanoida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"Eukaryota","Mollusca","Bivalvia","Veneroida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia",NA,NA,NA
"Eukaryota","Holozoa_ph","Choanoflagellida","Acanthoecida_or","Stephanoecidae","Marine_Choanoflagellates_1","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida",NA,NA,NA
"Eukaryota","Arthropoda","Maxillopoda","Cyclopoida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Trichocomaceae",NA
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA
"Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage","Rhogostoma",NA
"Eukaryota","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes",NA,NA
"Eukaryota","Cnidaria","Hydrozoa","Narcomedusae",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"Eukaryota","Annelida","Polychaeta","Phyllodocida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"Eukaryota","Holozoa_ph","Choanoflagellida","Acanthoecida_or","Stephanoecidae",NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida",NA,NA,NA
"Eukaryota","Incertae_Sedis_ph","Incertae_Sedis_cl","Incertae_Sedis_or","Incertae_Sedis_fa","Telonema","Eukaryota","Hacrobia","Telonemia",NA,NA,NA,NA,NA
"Eukaryota","Annelida",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidium","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidium",NA
"Eukaryota","Cnidaria","Hydrozoa",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"Eukaryota","Arthropoda",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA
"Eukaryota","Phragmoplastophyta","Embryophyta",NA,NA,NA,"Eukaryota","Archaeplastida","Streptophyta","Embryophyceae",NA,NA,NA,NA
"Eukaryota","Chlorophyta_ph","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_fa","Nephroselmis","Eukaryota","Archaeplastida","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","Nephroselmis",NA
"Eukaryota","Chlorophyta_ph","Chlorodendrophyceae","Chlorodendrales","Chlorodendrales_fa","Tetraselmis","Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis",NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or",NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Pseudotontonia","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Euglenozoa","Kinetoplastea",NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae_or","Podolampadaceae",NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Podolampadaceae",NA,NA
"Eukaryota","Dinoflagellata",NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA
"Eukaryota","Vertebrata",NA,NA,NA,NA,"Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Vertebrata",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa",NA,"Eukaryota","Stramenopiles","Pseudofungi","Oomycota",NA,NA,NA,NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Olpidiopsis","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis",NA
"Eukaryota","Ochrophyta_ph","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidales_fa","SS1-E01-69","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales",NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae",NA,NA,NA,NA
"Eukaryota","MAST-4","MAST-4D",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4D",NA,NA,NA
"Eukaryota","Ochrophyta_ph","Dictyochophyceae","Pedinellales","Pedinellales_fa","Pedinella","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinella",NA
"Eukaryota","Ochrophyta_ph","Dictyochophyceae","Pedinellales",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales",NA,NA
"Eukaryota","Ochrophyta_ph","Dictyochophyceae","Pedinellales","Pedinellales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales",NA,NA
"Eukaryota","Ochrophyta_ph","Dictyochophyceae","Pedinellales","Pedinellales_fa","Pteridomonas","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pteridomonas",NA
"Eukaryota","Ochrophyta_ph","Ochrophyta_cl","Ochrophyta_or","Ochrophyta_fa","Bolidomonas","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae",NA,NA,NA,NA
"Eukaryota","Holozoa_ph","Choanoflagellida","Acanthoecida_or","Stephanoecidae","Diaphanoeca","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Diaphanoeca",NA
"Eukaryota","Holozoa_ph",NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Fucales","Fucales_fa","Sargassum","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Sargassum",NA
"Eukaryota","Incertae_Sedis","Incertae_Sedis_cl","Incertae_Sedis_or","Incertae_Sedis_fa","Pirsonia","Eukaryota","Stramenopiles","Pseudofungi","Pirsonia_Clade","Pirsonia_Clade_X","Pirsonia_Clade_XX","Pirsonia",NA
"Eukaryota","Diatomea","Mediophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae",NA,NA
"Eukaryota","Ochrophyta_ph","MOCH-2",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","MOCH-2",NA,NA,NA,NA
"Eukaryota","MAST-1",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","MAST-1",NA,NA,NA,NA
"Eukaryota","Labyrinthulomycetes",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Ectocarpus","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Ectocarpus",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Halothrix","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Halothrix",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae",NA,NA,NA,NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Halodaphnea","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Halodaphnea",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Pythium","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Phytophthora","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Phytopythium","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytopythium",NA
"Eukaryota","Peronosporomycetes",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","Oomycota",NA,NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiophyceae_or","Prymnesiophyceae_fa","Phaeocystis","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Rhizosolenids","Guinardia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Guinardia",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Ochromonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Poteriospumella","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Poteriospumella",NA
"Eukaryota","Ochrophyta_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Chattonella","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Chattonella",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Paraphysomonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Paraphysomonas",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Spumella","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Uroglena","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Uroglena",NA
"Eukaryota","Ochrophyta_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Fibrocapsa","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Fibrocapsa",NA
"Eukaryota","Ochrophyta_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Nannochloropsis","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Nannochloropsis",NA
"Eukaryota","Ochrophyta_ph","Raphidophyceae","Chattonellales","Chattonellales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae",NA,NA,NA,NA
"Eukaryota","MAST-3",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3",NA,NA,NA,NA
"Eukaryota","MAST-3","MAST-3F",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F",NA,NA,NA
"Eukaryota","MAST-3","MAST-3E",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3E",NA,NA,NA
"Eukaryota","Ochrophyta_ph","Dictyochophyceae","Dictyochales","Dictyochales_fa","Dictyocha","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyocha",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Pseudo-nitzschia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Rhizosolenids","Rhizosolenia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Rhizosolenia",NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Coscinodiscophytina_fa","Actinocyclus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus",NA
"Eukaryota","MAST-2",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","MAST-2",NA,NA,NA,NA
"Eukaryota","MAST-3","MAST-3L",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3L",NA,NA,NA
"Eukaryota","MAST-3","MAST-3I",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3I",NA,NA,NA
"Eukaryota","Stramenopiles_ph",NA,NA,NA,NA,"Eukaryota","Stramenopiles",NA,NA,NA,NA,NA,NA
"Eukaryota","MAST-6",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-6",NA,NA,NA,NA
"Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X",NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Skeletonema","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Skeletonema",NA
