"X2","X3","X4","X5","X6","X7","X8","X9","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacteriastrum","Bacteriastrum_elegans","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacteriastrum","Bacteriastrum_elegans"
"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae",NA,NA,"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae",NA,NA
"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lankesteria",NA,"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lankesteria",NA
"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lecudinidae_X","Lecudinidae_X_sp.","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lecudinidae_X","Lecudinidae_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_costatus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_costatus"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea",NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Minorisa-lineage","Minorisa","Minorisa_minuta","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Minorisa-lineage","Minorisa","Minorisa_minuta"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium","Lingulodinium_polyedra","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium","Lingulodinium_polyedra"
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"Eukaryota","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloroparvula","Chloroparvula_pacifica","Eukaryota","Archaeplastida","Chlorophyta","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloroparvula","Chloroparvula_pacifica"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_sp.","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_sp."
"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina",NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Echinodermata","Echinodermata_X","Echinodermata_XX",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata","Echinodermata_X","Echinodermata_XX",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Dendronotoidea-Arminoidea-Aeolidoidea","Melibe","Melibe_leonina","Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Dendronotoidea-Arminoidea-Aeolidoidea","Melibe","Melibe_leonina"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia",NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Massiteriidae","Massisteria","Massisteria_marina","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Massiteriidae","Massisteria","Massisteria_marina"
"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Myxozoa","Myxozoa_X","Myxosporea",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Myxozoa","Myxozoa_X","Myxosporea",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Achromadora","Achromadora_cf","Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Achromadora","Achromadora_cf"
"Eukaryota","Opisthokonta","Metazoa","Nemertea","Nemertea_X","Nemertea_XX","Lineus","Lineus_bilineatus","Eukaryota","Opisthokonta","Metazoa","Nemertea","Nemertea_X","Nemertea_XX","Lineus","Lineus_bilineatus"
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Homo","Homo_sapiens","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Homo","Homo_sapiens"
"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Parasagitta","Parasagitta_megalophthalma","Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Parasagitta","Parasagitta_megalophthalma"
"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Decipisagitta","Decipisagitta_decipiens","Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Decipisagitta","Decipisagitta_decipiens"
"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Krohnitta","Krohnitta_pacifica","Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Krohnitta","Krohnitta_pacifica"
"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Pseudosagitta","Pseudosagitta_lyra","Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora","Aphragmophora_X","Pseudosagitta","Pseudosagitta_lyra"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Cephalopoda","Cephalopoda_X",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Cephalopoda","Cephalopoda_X",NA,NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes",NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes",NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea",NA,NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea",NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Echinodermata","Echinodermata_X","Echinodermata_XX","Pentacta","Pentacta_pygmaea","Eukaryota","Opisthokonta","Metazoa","Echinodermata","Echinodermata_X","Echinodermata_XX","Pentacta","Pentacta_pygmaea"
"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X",NA,NA,NA
"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_M","Monosigidae_Group_M_X","Monosigidae_Group_M_X_sp.","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_M","Monosigidae_Group_M_X","Monosigidae_Group_M_X_sp."
"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Diplosoma",NA,"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Diplosoma",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Scaphopoda","Scaphopoda_X",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Scaphopoda","Scaphopoda_X",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Scoloplos","Scoloplos_armiger","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Scoloplos","Scoloplos_armiger"
"Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp.","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp."
"Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae",NA,NA,"Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Anomalodesmata","Lyonsia",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Anomalodesmata","Lyonsia",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Ungulina","Ungulina_cuneata","Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Ungulina","Ungulina_cuneata"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Mya",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Mya",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Petricola","Petricola_lapicida","Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Petricola","Petricola_lapicida"
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Filosa-Imbricatea_XX","Filosa-Imbricatea_XXX","Filosa-Imbricatea_XXX_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Filosa-Imbricatea_XX","Filosa-Imbricatea_XXX","Filosa-Imbricatea_XXX_sp."
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Boccardiella","Boccardiella_ligerica","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Boccardiella","Boccardiella_ligerica"
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Polydora",NA,"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Polydora",NA
"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_M",NA,NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_M",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Pectinaria","Pectinaria_granulata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Pectinaria","Pectinaria_granulata"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Lucinoida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Lucinoida",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Panopea","Panopea_generosa","Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Panopea","Panopea_generosa"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Panopea",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Panopea",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Hiatella",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Hiatella",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Solen",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Solen",NA
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Glycinde","Glycinde_armigera","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Glycinde","Glycinde_armigera"
"Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Polycladida","Prostheceraeus","Prostheceraeus_vittatus","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Polycladida","Prostheceraeus","Prostheceraeus_vittatus"
"Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Polycladida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Polycladida",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Goniada","Goniada_brunnea","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Goniada","Goniada_brunnea"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Culex",NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Culex",NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp."
"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Obelia",NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Obelia",NA
"Eukaryota","Rhizaria",NA,NA,NA,NA,NA,NA,"Eukaryota","Rhizaria",NA,NA,NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida",NA,NA,NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida",NA,NA,NA
"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Acanthoecidae_Group_G_X","Acanthoecidae_Group_G_X_sp.","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Acanthoecidae_Group_G_X","Acanthoecidae_Group_G_X_sp."
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Ostracoda","Conchoecia","Conchoecia_sp.","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Ostracoda","Conchoecia","Conchoecia_sp."
"Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp.","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp."
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia",NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia",NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Crepidotus",NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Crepidotus",NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Kavinia","Kavinia_himantia","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Kavinia","Kavinia_himantia"
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Crepidotus","Crepidotus_variabilis","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Crepidotus","Crepidotus_variabilis"
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventrifissuridae",NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventrifissuridae",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Limoida","Limaria","Limaria_hians","Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Limoida","Limaria","Limaria_hians"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Pectinoida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Pectinoida",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aphrodita","Aphrodita_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aphrodita","Aphrodita_sp."
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aphrodita",NA,"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aphrodita",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Mesochaetopterus","Mesochaetopterus_taylori","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Mesochaetopterus","Mesochaetopterus_taylori"
"Eukaryota","Opisthokonta","Metazoa","Brachiopoda","Brachiopoda_X","Brachiopoda_XX","Phoronopsis","Phoronopsis_harmeri","Eukaryota","Opisthokonta","Metazoa","Brachiopoda","Brachiopoda_X","Brachiopoda_XX","Phoronopsis","Phoronopsis_harmeri"
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Owenia","Owenia_fusiformis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Owenia","Owenia_fusiformis"
"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_A","Monosiga","Monosiga_brevicollis","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_A","Monosiga","Monosiga_brevicollis"
"Eukaryota","Opisthokonta","Metazoa","Hemichordata","Hemichordata_X","Hemichordata_XX","Saccoglossus",NA,"Eukaryota","Opisthokonta","Metazoa","Hemichordata","Hemichordata_X","Hemichordata_XX","Saccoglossus",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Caenogastropoda",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Caenogastropoda",NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomastix","Thaumatomastix_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomastix","Thaumatomastix_sp."
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Acrocalanus","Acrocalanus_gracilis","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Acrocalanus","Acrocalanus_gracilis"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Sapphirina","Sapphirina_darwinii","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Sapphirina","Sapphirina_darwinii"
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida","Modiolus",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida","Modiolus",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_sp.","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_sp."
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Daphnia","Daphnia_pulex","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Daphnia","Daphnia_pulex"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Nitokra","Nitokra_hibernica","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Nitokra","Nitokra_hibernica"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Metridia","Metridia_asymmetrica","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Metridia","Metridia_asymmetrica"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Metridia",NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Metridia",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Scaphocalanus","Scaphocalanus_magnus","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Scaphocalanus","Scaphocalanus_magnus"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Subeucalanus","Subeucalanus_subtenuis","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Subeucalanus","Subeucalanus_subtenuis"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_minutus","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_minutus"
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_plumulosus","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_plumulosus"
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Paulinellidae","Paulinella","Paulinella_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Paulinellidae","Paulinella","Paulinella_sp."
"Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Spizellomycetales-and-Rhizophlyctidales","Spizellomycetales-and-Rhizophlyctidales_sp.","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Spizellomycetales-and-Rhizophlyctidales","Spizellomycetales-and-Rhizophlyctidales_sp."
"Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA,"Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Bigelowiella","Bigelowiella_natans","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Bigelowiella","Bigelowiella_natans"
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X",NA,NA,"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X",NA,NA
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Partenskyella","Partenskyella_glossopodia","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Partenskyella","Partenskyella_glossopodia"
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp."
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","Filosa-Thecofilosea_XXX","Filosa-Thecofilosea_XXX_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","Filosa-Thecofilosea_XXX","Filosa-Thecofilosea_XXX_sp."
"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Tetracladium","Tetracladium_sp.","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Tetracladium","Tetracladium_sp."
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-6","Dino-Group-I-Clade-6_X","Dino-Group-I-Clade-6_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-6","Dino-Group-I-Clade-6_X","Dino-Group-I-Clade-6_X_sp."
"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp."
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
