"Kingdom","Supergroup","Division","Class","Order","Family","Genus","Species","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Watanabea-Clade","Watanabea-Clade_X","Apatococcus","Apatococcus_lobatus","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Watanabea-Clade","Watanabea-Clade_X","Apatococcus","Apatococcus_lobatus"
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Nannochloris","Nannochloris_sp.","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Nannochloris","Nannochloris_sp."
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae","Oltmansiellopsidales","Oltmansiellopsidales_X","Oltmannsiellopsis","Oltmannsiellopsis_geminata","Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae","Oltmansiellopsidales","Oltmansiellopsidales_X","Oltmannsiellopsis","Oltmannsiellopsis_geminata"
"Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae","Oltmansiellopsidales","Oltmansiellopsidales_X","Oltmannsiellopsis","Oltmannsiellopsis_sp.","Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae","Oltmansiellopsidales","Oltmansiellopsidales_X","Oltmannsiellopsis","Oltmannsiellopsis_sp."
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Microthamniales","Microthamniales_X","Trebouxia","Trebouxia_impressa","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Microthamniales","Microthamniales_X","Trebouxia","Trebouxia_impressa"
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Ctenocladales","Ctenocladales_X","Leptosira",NA,"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Ctenocladales","Ctenocladales_X","Leptosira",NA
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Microthamniales","Microthamniales_X","Trebouxia","Trebouxia_arboricola","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Microthamniales","Microthamniales_X","Trebouxia","Trebouxia_arboricola"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlorogonium","Chlorogonium_elongatum","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlorogonium","Chlorogonium_elongatum"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria","Carteria_sp.","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria","Carteria_sp."
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Desmodesmus","Desmodesmus_communis","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Desmodesmus","Desmodesmus_communis"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Stauridium","Stauridium_tetras","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Stauridium","Stauridium_tetras"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus","Scenedesmus_pupukensis","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus","Scenedesmus_pupukensis"
"Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Hindakia","Hindakia_tetrachotoma","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Hindakia","Hindakia_tetrachotoma"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_pushpae","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_pushpae"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes",NA,"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes",NA
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Coelastrum","Coelastrum_microporum","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Coelastrum","Coelastrum_microporum"
"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines","Gregarines_X","Selenidium1",NA,"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines","Gregarines_X","Selenidium1",NA
"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines","Gregarines_X","Selenidium1","Selenidium1_boccardiellae","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines","Gregarines_X","Selenidium1","Selenidium1_boccardiellae"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_microreticulatum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_microreticulatum"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Uronema","Uronema_marinum","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Uronema","Uronema_marinum"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Philasterida_X","Uncultured_marine","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Philasterida_X","Uncultured_marine"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Mesanophrys","Mesanophrys_carcini","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Mesanophrys","Mesanophrys_carcini"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1",NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1",NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Thigmophryidae","Myxophyllum","Myxophyllum_magnum","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Thigmophryidae","Myxophyllum","Myxophyllum_magnum"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Miamiensis","Miamiensis_avidus","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Miamiensis","Miamiensis_avidus"
"Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Cryptocaryonidae","Cryptocaryon","Cryptocaryon_irritans","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Cryptocaryonidae","Cryptocaryon","Cryptocaryon_irritans"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida",NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida",NA,NA
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_A","Leegaardiellidae_A_X","Leegaardiellidae_A_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_A","Leegaardiellidae_A_X","Leegaardiellidae_A_X_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae",NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_A","Rimostrombidium_A","Rimostrombidium_veniliae","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_A","Rimostrombidium_A","Rimostrombidium_veniliae"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_A","Rimostrombidium_A","Rimostrombidium_A_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_A","Rimostrombidium_A","Rimostrombidium_A_sp."
"Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Urotrichidae","Urotricha","Urotricha_sp.","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Urotrichidae","Urotricha","Urotricha_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Pseudokeronopsidae",NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Pseudokeronopsidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella","Salpingella_acuminata","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella","Salpingella_acuminata"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia","Pseudotontonia_simplicidens","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia","Pseudotontonia_simplicidens"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae",NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Codonaria","Codonaria_cistellula","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Codonaria","Codonaria_cistellula"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Codonellopsis","Codonellopsis_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Codonellopsis","Codonellopsis_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Dictyocysta","Dictyocysta_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Dictyocysta","Dictyocysta_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Undellidae","Undella","Undella_hyalina","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Undellidae","Undella","Undella_hyalina"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_02","Climacocylis","Climacocylis_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_02","Climacocylis","Climacocylis_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Rhabdonellidae_X","Rhabdonellidae_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Rhabdonellidae_X","Rhabdonellidae_X_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_05","Tintinnopsis_05",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_05","Tintinnopsis_05",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Amphorellopsis","Amphorellopsis_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Amphorellopsis","Amphorellopsis_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella","Salpingella_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella","Salpingella_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Xystonellidae","Xystonella","Xystonella_longicauda","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Xystonellidae","Xystonella","Xystonella_longicauda"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Cyttarocylididae","Cyttarocylis","Cyttarocylis_ampulla","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Cyttarocylididae","Cyttarocylis","Cyttarocylis_ampulla"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Protorhabdonella","Protorhabdonella_curta","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Protorhabdonella","Protorhabdonella_curta"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Rhabdonella",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Rhabdonellidae","Rhabdonella",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_11","Helicostomella","Helicostomella_subulata","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_11","Helicostomella","Helicostomella_subulata"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_11","Tintinnopsis_11","Tintinnopsis_parva","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","TIN_11","Tintinnopsis_11","Tintinnopsis_parva"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","Strombidinopsis_acuminata","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","Strombidinopsis_acuminata"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidiidae","Tintinnidium","Tintinnidium_mucicola","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidiidae","Tintinnidium","Tintinnidium_mucicola"
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Pseudocohnilembidae","Pseudocohnilembus","Pseudocohnilembus_persalinus","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Pseudocohnilembidae","Pseudocohnilembus","Pseudocohnilembus_persalinus"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I",NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I","Pelagostrobilidium","Pelagostrobilidium_paraepacrum","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I","Pelagostrobilidium","Pelagostrobilidium_paraepacrum"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Choreotrichida_X","Choreotrichida_XX","Choreotrichida_XX_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Choreotrichida_X","Choreotrichida_XX","Choreotrichida_XX_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","Strombidinopsis_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","Strombidinopsis_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Protogastrostyla","Protogastrostyla_pulchra","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Protogastrostyla","Protogastrostyla_pulchra"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Lynnellidae","Lynnella","Lynnella_semiglobulosa","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Lynnellidae","Lynnella","Lynnella_semiglobulosa"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida_G","Strombidiida_G_X","Strombidiida_G_XX","Strombidiida_G_XX_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida_G","Strombidiida_G_X","Strombidiida_G_XX","Strombidiida_G_XX_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Omegastrombidium","Omegastrombidium_elegans","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Omegastrombidium","Omegastrombidium_elegans"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_H","Strombidiidae_H_X","Strombidiidae_H_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_H","Strombidiidae_H_X","Strombidiidae_H_X_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae",NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_D","Novistrombidium_D","Novistrombidium_sinicum","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_D","Novistrombidium_D","Novistrombidium_sinicum"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Parallelostrombidium","Parallelostrombidium_conicum","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Parallelostrombidium","Parallelostrombidium_conicum"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_M","Strombidiidae_M_X","Strombidiidae_M_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_M","Strombidiidae_M_X","Strombidiidae_M_X_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_J","Strombidiidae_J_X","Strombidiidae_J_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_J","Strombidiidae_J_X","Strombidiidae_J_X_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_F","Strombidium_F","Strombidium_chlorophilum","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_F","Strombidium_F","Strombidium_chlorophilum"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_K","Strombidium_K","Strombidium_K_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_K","Strombidium_K","Strombidium_K_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus",NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_fraknoi","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_fraknoi"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_pectinis","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_pectinis"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_tenuis","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_tenuis"
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Eutintinnidae","Eutintinnus","Eutintinnus_sp."
"Eukaryota","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Protocruziidae","Protocruzia","Protocruzia_sp.","Eukaryota","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Protocruziidae","Protocruzia","Protocruzia_sp."
"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","Pithitidae","Pithites","Pithites_vorax","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","Pithitidae","Pithites","Pithites_vorax"
"Eukaryota","Alveolata","Ciliophora","Cyclotrichium_like_organism","Cyclotrichium_like_organism_X","Cyclotrichium_like_organism_XX","Cyclotrichium","Cyclotrichium_cyclokaryon","Eukaryota","Alveolata","Ciliophora","Cyclotrichium_like_organism","Cyclotrichium_like_organism_X","Cyclotrichium_like_organism_XX","Cyclotrichium","Cyclotrichium_cyclokaryon"
"Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Colpodida","Bresslaua","Bresslaua_vorax","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Colpodida","Bresslaua","Bresslaua_vorax"
"Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Colpodida","Colpoda","Colpoda_steinii","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Colpodida","Colpoda","Colpoda_steinii"
"Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Platyophryida","Platyophrya","Platyophrya_sp.","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Platyophryida","Platyophrya","Platyophrya_sp."
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_divergens","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_divergens"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_pellucidum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_pellucidum"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_sp.","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_sp."
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_punctulatum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_punctulatum"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_thulesense","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_thulesense"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_conicum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_conicum"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_crassipes","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_crassipes"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_bipes","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_bipes"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_denticulatum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_denticulatum"
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_excentricum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_excentricum"
"Eukaryota","Excavata","Discoba","Heterolobosea","Heterolobosea_X","Vahlkampfiidae",NA,NA,"Eukaryota","Excavata","Discoba","Heterolobosea","Heterolobosea_X","Vahlkampfiidae",NA,NA
"Eukaryota","Excavata","Discoba","Heterolobosea","Heterolobosea_X","Vahlkampfiidae","Singhamoeba","Singhamoeba_horticola","Eukaryota","Excavata","Discoba","Heterolobosea","Heterolobosea_X","Vahlkampfiidae","Singhamoeba","Singhamoeba_horticola"
"Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida","Globigerinacea","Globoturborotalita","Globoturborotalita_rubescens","Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida","Globigerinacea","Globoturborotalita","Globoturborotalita_rubescens"
"Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida","Globorotaliidae","Neogloboquadrina","Neogloboquadrina_incompta","Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida","Globorotaliidae","Neogloboquadrina","Neogloboquadrina_incompta"
"Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida",NA,NA,NA,"Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida",NA,NA,NA
"Eukaryota","Rhizaria","Foraminifera","Globothalamea",NA,NA,NA,NA,"Eukaryota","Rhizaria","Foraminifera","Globothalamea",NA,NA,NA,NA
"Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida","Globorotaliidae","Neogloboquadrina","Neogloboquadrina_dutertrei","Eukaryota","Rhizaria","Foraminifera","Globothalamea","Rotaliida","Globorotaliidae","Neogloboquadrina","Neogloboquadrina_dutertrei"
"Eukaryota","Rhizaria","Foraminifera","Tubothalamea","Miliolida",NA,NA,NA,"Eukaryota","Rhizaria","Foraminifera","Tubothalamea","Miliolida",NA,NA,NA
