"domain","phylum","class","order","family","genus","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Triceratium","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Triceratium",NA
"Eukaryota","Diatomea","Diatomea_cl","Fragilariales","Fragilariales_fa","Licmophora","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Licmophora",NA
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Dictyochophyceae","Dictyochales","Dictyochales_fa","Florenciella","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Florenciella",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Synurales","Synurales_fa","Synura","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Synura",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chrysocapsales","Chrysocapsales_fa","Chrysocapsa","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B1","Chrysocapsa",NA
"Eukaryota","MAST-23",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","MAST-23",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidales_fa","SS1-E01-69","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales",NA,NA,NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Chrysoxys","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chrysoxys",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chrysocapsales","Chrysocapsales_fa","Chrysonebula","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B1","Chrysonebula",NA
"Eukaryota","Eukaryota_ph","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidales_fa","Ankylochrisis","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales",NA,NA,NA
"Eukaryota","Eukaryota_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Pseudocharaciopsis","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Pseudocharaciopsis",NA
"Eukaryota","Rotifera","Monogononta","Ploimida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Rotifera",NA,NA,NA,NA
"Eukaryota","Echinodermata","Ophiuroidea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Choanoflagellida_or","Stephanoecidae","Stephanoeca","Eukaryota","Opisthokonta","Choanoflagellida",NA,NA,NA,NA,NA
"Eukaryota","Ctenophora","Tentaculata","Cydippida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Ctenophora",NA,NA,NA,NA
"Eukaryota","Cercozoa","Novel Clade Gran-4",NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Codonosigidae","Codonosigidae_fa","Monosiga","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_A","Monosiga",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","eukaryotic","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Pedinophyceae","Pedinomonadales","Pedinomonadales_fa","Pedinomonas","Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Ishige","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Ishige",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Fucales","Fucales_fa","Cystoseira","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Cystoseira",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Dictyotales","Dictyotales_fa","Padina","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Padina",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Dictyotales","Dictyotales_fa","Dictyopteris","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Dictyopteris",NA
"Eukaryota","Eukaryota_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Vacuoliviride","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Fucales","Fucales_fa","Fucus","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Fucus",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Sphacelariales","Sphacelariales_fa","Choristocarpus","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Choristocarpus",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Dictyotales","Dictyotales_fa","Distromium","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Distromium",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Dictyotales","Dictyotales_fa","Zonaria","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Zonaria",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Dictyotales","Dictyotales_fa","Lobospira","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Lobospira",NA
"Eukaryota","Arthropoda","Insecta","Thysanoptera",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Lauderia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Lauderia",NA
"Eukaryota","Fractovitelliida","Fractovitelliida_cl","Fractovitelliida_or","Fractovitelliida_fa","Soliformovum","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Soliformoviids","Soliformovum",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Leptocylindrus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Leptocylindrus",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Lingulodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae Sedis_2","Akashiwo","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo",NA
"Eukaryota","Dinoflagellata","Dinoflagellata_cl","Noctilucales","Noctilucales_fa","Noctiluca","Eukaryota","Alveolata","Dinoflagellata","Noctilucophyceae","Noctilucales","Noctilucaceae","Noctiluca",NA
"Eukaryota","Breviatea","Breviatea_cl","Breviatea_or","Breviatea_fa","Breviata","Eukaryota","Amoebozoa","Breviatea","Breviatea_X","Breviatea_XX","Breviata-lineage","Breviata",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Pseudosolenia","Eukaryota","Stramenopiles","Ochrophyta","Ochrophyta_X","Ochrophyta_XX","Ochrophyta_XXX","Pseudosolenia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophyceae_or","Thoracosphaeraceae","Pfiesteria","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Pfiesteria",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Paragymnodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium",NA
"Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Sarcocystis","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Sarcocystidae","Sarcocystis",NA
"Bacteria","Acetothermia","Acetothermiia",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Gyrodiniellum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodiniellum",NA
"Eukaryota","Protalveolata","Perkinsidae","A31",NA,NA,"Eukaryota","Protalveolata",NA,NA,NA,NA,NA,NA
"Eukaryota","Pav3",NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Apusomonadidae","Apusomonadidae_cl","Apusomonadidae_or","Apusomonadidae_fa","Chelonemonas","Eukaryota","Apusozoa","Apusomonadidae",NA,NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Eukaryota_cl","Jakobida","Jakobida_fa","Jakoba","Eukaryota","Excavata","Discoba","Jakobida","Jakobida_X","Jakobidae","Jakoba",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Diatomea_fa","Actinoptychus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinoptychus",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Meniscus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Clade VII","Subclade B",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Pinguiophyceae","Pinguiochrysidales","Pinguiochrysidales_fa","Phaeomonas","Eukaryota","Stramenopiles","Ochrophyta","Pinguiophyceae","Pinguiochrysidales","Pinguiochrysidaceae","Phaeomonas",NA
"Eukaryota","Mollusca","Bivalvia","Mytiloida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida",NA,NA
"Eukaryota","Eukaryota_ph","Xanthophyceae","Tribonematales","Tribonematales_fa","Tribonema_2","Eukaryota","Stramenopiles","Ochrophyta","Xanthophyceae",NA,NA,NA,NA
"Eukaryota","Annelida","Polychaeta","Terebellida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Terebellidae",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Poterioochromonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Poterioochromonas",NA
"Eukaryota","Cnidaria","Hydrozoa","Leptothecata",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"Eukaryota","Bicosoecida","Bicosoecida_cl","Bicosoecida_or","Bicosoecida_fa","Rictus","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecea_X","Bicoecea_XX","Rictus",NA
"Eukaryota","Bicosoecida","K4",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Borokales","Borokaceae","Bicosoecida",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Entomoneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Entomoneis",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Amphora","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Amphora",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Minutocellus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Minutocellus",NA
"Eukaryota","MAST-12","MAST-12B",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-12","MAST-12B",NA,NA,NA
"Eukaryota","Eukaryota_ph","Placididea","Placididea_or","Placididea_fa","Suigetsumonas","Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Vacuolaria","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Vacuolaria",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","JBNA46","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Pavlovophyceae","Pavlovophyceae_cl","Pavlovophyceae_or","Pavlovophyceae_fa","Pavlova","Eukaryota","Hacrobia","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Pavlova",NA
"Eukaryota","Cercozoa","Granofilosea","Granofilosea_or","Granofilosea_fa","Massisteria","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Massiteriidae","Massisteria",NA
"Eukaryota","Cavosteliida","Cavosteliida_cl","Cavosteliida_or","Cavosteliida_fa","Tychosporium","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Cavosteliids","Tychosporium",NA
"Eukaryota","Bicosoecida","CH1-2B-3",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Borokales","Borokaceae","Bicosoecida",NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Heterotrichea","Heterotrichea_fa","Peritromus","Eukaryota","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Peritromidae","Peritromus",NA
"Eukaryota","Eukaryota_ph","Chlorophyceae","Sphaeropleales","Sphaeropleales_fa","Mychonastes","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Chrysamoeba","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysamoeba",NA
"Archaea","Aenigmarchaeota","Deep Sea Euryarchaeotic Group(DSEG)",NA,NA,NA,"Archaea",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Crypthecodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Crypthecodiniaceae","Crypthecodinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Pelagostrobilidium","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I","Pelagostrobilidium",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Anomoeoneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Anomoeoneis",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Haliphthoros","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Haliphthoros",NA
"Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lankesteria","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lankesteria",NA
"Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lecudina",NA
"Eukaryota","Cnidaria","Scyphozoa","Stauromedusae",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Scyphozoa",NA,NA
"Eukaryota","Eukaryota_ph","Tubulinea","Tubulinea_or","Tubulinea_fa","Leptomyxa","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Leptomyxida","Leptomyxidae","Leptomyxa",NA
"Eukaryota","Arthropoda","Insecta","Siphonaptera",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"Bacteria","Bacteroidota","OC31",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae ND3007 group","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatida_fa","Phytomonas","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida","Trypanosomatidae-Non-trypanosome","Phytomonas",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Zoopagomycota","Entomophthoromycetes","Entomophthorales","Entomophthoraceae","Eryniopsis","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Eryniopsis",NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Choanoflagellida_or","Salpingoecidae","Salpingoeca","Eukaryota","Opisthokonta","Choanoflagellida",NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Blattabacteriaceae","Candidatus Uzinura","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Novel Apicomplexa Class 1",NA,NA,NA,"Eukaryota","Alveolata","Apicomplexa",NA,NA,NA,NA,NA
"Eukaryota","Mucoromycota","Incertae Sedis_5","Mucorales","Mucoraceae","Mucor","Eukaryota","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Mucoromycotina_X","Mucor",NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Choanoflagellida_or","Stephanoecidae","Calliacantha","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Calliacantha",NA
"Eukaryota","Lophophorata","Phoroniformea",NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Arthropoda","Branchiopoda","Diplostraca",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Mangrovimonas","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Azadinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Neoceratium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Neoceratium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophyceae_or","Thoracosphaeraceae","Cryptoperidiniopsis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Cryptoperidiniopsis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Colpodea","Microdiaphanosoma","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Microdiaphanosoma",NA
"Eukaryota","Preaxostyla","Preaxostyla_cl","Preaxostyla_or","Preaxostyla_fa","Paratrimastix","Eukaryota","Excavata","Metamonada","Preaxostyla",NA,NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","OLI51059","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"Eukaryota","Eukaryota_ph","Clade VII","Subclade A",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinoflagellata_cl","Noctilucales","Noctilucales_fa","Abedinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Abedinium",NA
"Eukaryota","Eukaryota_ph","Eukaryota_cl","Cryptomonadales","Cryptomonadales_fa","Guillardia","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Guillardia",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Selaginellales","Selaginellales_fa","Selaginella","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Selaginella",NA
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc PCC-7524","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Polykrikos","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Polykrikos",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiales_fa","Dinophysis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","Dinophysis",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Nematodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Nematodinium",NA
"Eukaryota","Protalveolata","Incertae Sedis_5","Ellobiopsidae","Ellobiopsidae_fa","Ellobiopsis","Eukaryota","Alveolata","Dinoflagellata","Ellobiophyceae","Thalassomycetales","Thalassomycetaceae","Ellobiopsis",NA
"Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Psychodiella","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Psychodiella",NA
"Eukaryota","NAMAKO-1",NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Ceratium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae Sedis_2","Apicoporus","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Apicoporus",NA
"Eukaryota","Tardigrada","Eutardigrada","Parachela",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Tardigrada",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Aquaspirillum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Woloszynskia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Woloszynskia",NA
"Eukaryota","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Melanopsichium","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Melanopsichium",NA
"Eukaryota","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothidea","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Dothidea",NA
"Eukaryota","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Endoconidioma",NA
"Eukaryota","Mollusca","Gastropoda","Heterobranchia",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia",NA,NA
"Eukaryota","Mollusca","Polyplacophora","Neoloricata",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Polyplacophora",NA,NA,NA
"Eukaryota","Eukaryota_ph","Tubulinea","Tubulinea_or","Tubulinea_fa","Ptolemeba","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Euamoebida","LOS7N/I-lineage","Ptolemeba",NA
"Eukaryota","Cercozoa","Thecofilosea","Ebriacea","Ebriacea_fa","Ebria","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Ebriidae","Ebria",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Aspidisca","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Aspidiscidae","Aspidisca",NA
"Eukaryota","Nemertea","Anopla","Palaeonemertea",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Nemertea",NA,NA,NA,NA
"Eukaryota","Arthropoda","Maxillopoda","Poecilostomatoida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"Eukaryota","Nematozoa","Chromadorea","Chromadorida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea",NA,NA,NA
"Eukaryota","Nemertea","Anopla","Heteronemertea",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Nemertea",NA,NA,NA,NA
"Eukaryota","Hemichordata","Enteropneusta","Enteropneusta_or","Harrimaniidae",NA,"Eukaryota","Opisthokonta","Metazoa","Hemichordata","Hemichordata_X","Hemichordata_XX","Enteropneusta",NA
"Eukaryota","Bryozoa","Gymnolaemata","Ctenostomatida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Bryozoa",NA,NA,NA,NA
"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia",NA
"Eukaryota","Cercozoa","Thecofilosea","Incertae Sedis_10","Incertae Sedis_10_fa","Pseudodifflugia","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Tectofilosida","Pseudodifflugiidae","Pseudodifflugia",NA
"Eukaryota","Echinodermata","Holothuroidea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","Discotricha","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","Discotricha",NA
"Eukaryota","Tunicata","Ascidiacea","Enterogona",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea",NA,NA
"Eukaryota","Mollusca","Scaphopoda","Gadilida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Scaphopoda",NA,NA,NA
